Matrix Size:
12, 17
Color Matrix:
ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, 00FFFF, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ
ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, 00FFFF, 00FFFF, FFFF00, FF00FF, 00FFFF, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ
ZZZZZZ, ZZZZZZ, 00FF00, ZZZZZZ, ZZZZZZ, ZZZZZZ, 0000FF, 000000, FF0000, 000000, 00FF00, ZZZZZZ, ZZZZZZ, ZZZZZZ, 0000FF, ZZZZZZ, ZZZZZZ
00FF00, FF0000, 0000FF, 000000, 0000FF, FF0000, 00FF00, 000000, 00FFFF, 000000, FF0000, FF00FF, 0000FF, 000000, FF0000, 0000FF, 0000FF
00FF00, 00FF00, 000000, FF00FF, 00FF00, 0000FF, FF00FF, FF0000, ZZZZZZ, 0000FF, 0000FF, 00FF00, 0000FF, FFFF00, 000000, 00FF00, 0000FF
ZZZZZZ, ZZZZZZ, FF0000, 0000FF, FF0000, FFFF00, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, 00FF00, FF0000, 00FFFF, 0000FF, ZZZZZZ, ZZZZZZ
ZZZZZZ, ZZZZZZ, 00FFFF, FF00FF, 000000, 0000FF, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, 0000FF, 000000, 00FFFF, 00FF00, ZZZZZZ, ZZZZZZ
FFFF00, FFFF00, 000000, 0000FF, FFFF00, 000000, 00FF00, 00FF00, ZZZZZZ, 0000FF, FF0000, 000000, FF00FF, 00FF00, 000000, 00FFFF, FF00FF
FFFF00, 00FFFF, FF00FF, 000000, FF00FF, 00FFFF, 0000FF, FF00FF, FF0000, FFFF00, 00FF00, FFFF00, 0000FF, 000000, FF00FF, FFFF00, FF00FF
ZZZZZZ, ZZZZZZ, FFFF00, ZZZZZZ, ZZZZZZ, ZZZZZZ, 00FF00, 000000, 00FFFF, 000000, 0000FF, ZZZZZZ, ZZZZZZ, ZZZZZZ, FF00FF, ZZZZZZ, ZZZZZZ
ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, FF0000, 0000FF, FF0000, 00FF00, FF0000, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ
ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, FF0000, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ
Edges:
(1,6), - ,(1,7)
(1,7), + ,(1,8)
(1,8), - ,(0,8)
(1,8), + ,(1,9)
(1,9), - ,(1,10)
(2,6), - ,(2,7)
(2,7), + ,(1,7)
(2,7), + ,(2,8)
(2,8), + ,(2,9)
(2,9), + ,(1,9)
(2,9), - ,(2,10)
(3,0), + ,(3,1)
(3,1), + ,(3,2)
(3,2), + ,(2,2)
(3,2), + ,(3,3)
(3,3), - ,(3,4)
(3,6), + ,(2,6)
(3,6), + ,(3,7)
(3,7), - ,(3,8)
(3,8), - ,(2,8)
(3,8), + ,(3,9)
(3,9), + ,(3,10)
(3,10), + ,(2,10)
(3,11), + ,(3,12)
(3,12), + ,(3,13)
(3,13), - ,(3,14)
(3,14), + ,(2,14)
(3,14), + ,(3,15)
(3,15), + ,(3,16)
(4,0), + ,(4,1)
(4,1), + ,(4,2)
(4,1), + ,(3,1)
(4,2), - ,(4,3)
(4,3), - ,(3,3)
(4,3), + ,(4,4)
(4,4), - ,(4,5)
(4,5), + ,(3,5)
(4,5), + ,(4,6)
(4,7), + ,(3,7)
(4,9), + ,(3,9)
(4,10), - ,(4,11)
(4,11), + ,(3,11)
(4,11), - ,(4,12)
(4,12), + ,(4,13)
(4,13), - ,(3,13)
(4,13), - ,(4,14)
(4,14), - ,(4,15)
(4,15), + ,(3,15)
(4,15), + ,(4,16)
(5,2), + ,(4,2)
(5,3), + ,(5,4)
(5,4), + ,(5,5)
(5,11), - ,(5,12)
(5,12), + ,(5,13)
(5,13), + ,(5,14)
(5,14), + ,(4,14)
(6,2), - ,(6,3)
(6,3), + ,(6,4)
(6,4), - ,(6,5)
(6,11), - ,(6,12)
(6,12), + ,(6,13)
(7,0), - ,(7,1)
(7,1), + ,(7,2)
(7,2), + ,(6,2)
(7,2), + ,(7,3)
(7,3), - ,(7,4)
(7,4), - ,(6,4)
(7,4), + ,(7,5)
(7,5), - ,(7,6)
(7,10), - ,(7,11)
(7,11), + ,(7,12)
(7,12), - ,(6,12)
(7,14), + ,(6,14)
(7,14), + ,(7,15)
(7,12), - ,(7,13)
(7,13), - ,(7,14)
(7,15), - ,(7,16)
(8,0), - ,(8,1)
(8,1), + ,(8,2)
(8,2), + ,(8,3)
(8,3), - ,(8,4)
(8,4), + ,(8,5)
(8,5), + ,(7,5)
(8,3), - ,(7,3)
(8,6), - ,(8,7)
(8,7), - ,(7,7)
(8,7), + ,(8,8)
(8,8), + ,(8,9)
(8,9), - ,(7,9)
(8,9), - ,(8,10)
(8,11), + ,(7,11)
(8,12), + ,(8,13)
(8,13), - ,(7,13)
(8,13), + ,(8,14)
(8,14), + ,(8,15)
(8,15), + ,(7,15)
(8,15), - ,(8,16)
(9,2), - ,(8,2)
(9,14), - ,(8,14)
(9,6), - ,(9,7)
(9,7), + ,(9,8)
(9,8), - ,(8,8)
(9,8), - ,(9,9)
(9,9), + ,(9,10)
(10,6), + ,(10,7)
(10,7), + ,(9,7)
