Matrix Size:
6, 9
Color Matrix:
ZZZZZZ, ZZZZZZ, ZZZZZZ, 000000, FFFF00, 000000, ZZZZZZ, ZZZZZZ, ZZZZZZ
FF0000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 00FF00
000000, 000000, 000000, FFFFFF, FFFFFF, FFFFFF, 000000, 000000, 000000
000000, 000000, 000000, FFFFFF, FFFFFF, FFFFFF, 000000, 000000, 000000
FF00FF, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 00FFFF
ZZZZZZ, ZZZZZZ, ZZZZZZ, 000000, 0000FF, 000000, ZZZZZZ, ZZZZZZ, ZZZZZZ
Edges:
(0,3), + ,(0,4)
(0,4), + ,(0,5)
(1,0), + ,(1,1)
(1,1), + ,(1,2)
(1,2), + ,(0,2)
(1,3), + ,(0,3)
(1,3), + ,(1,4)
(1,4), + ,(1,5)
(1,5), + ,(0,5)
(1,6), + ,(1,7)
(1,7), + ,(1,8)
(2,0), + ,(1,0)
(2,0), + ,(2,1)
(2,1), + ,(2,2)
(2,2), + ,(1,2)
(2,2), - ,(2,3)
(2,4), - ,(1,4)
(2,5), - ,(2,6)
(2,6), + ,(1,6)
(2,6), + ,(2,7)
(2,7), + ,(2,8)
(2,8), + ,(1,8)
(3,0), + ,(3,1)
(3,1), + ,(3,2)
(3,2), - ,(3,3)
(3,5), - ,(3,6)
(3,6), + ,(3,7)
(3,7), + ,(3,8)
(4,0), + ,(3,0)
(4,0), + ,(4,1)
(4,1), + ,(4,2)
(4,2), + ,(3,2)
(4,3), + ,(4,4)
(4,4), - ,(3,4)
(4,4), + ,(4,5)
(4,6), + ,(3,6)
(4,6), + ,(4,7)
(4,7), + ,(4,8)
(4,8), + ,(3,8)
(5,3), + ,(5,4)
(5,3), + ,(4,3)
(5,4), + ,(5,5)
(5,5), + ,(4,5)
